application_id,county,program,application_date,age,application_stage,status,completion_status,reason_not_enrolled,cohort_year,Applied,Screened,Interviewed,Enrolled,Drop-off Stage
PTG-105815,Mombasa,Technovation,2026-01-31,25,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2026,Yes,Yes,No,No,Screening Drop-off
PTG-112127,Nairobi,STEM Cafe Kenya,2024-09-11,18,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2024,Yes,Yes,Yes,No,Interview Drop-off
PTG-100830,Nakuru,Mombasa Girls in STEM,2022-09-11,18,Applied Only - No Further Progress,Rejected,Not Enrolled,Applicant withdrew,2022,Yes,No,No,No,Application Drop-off
PTG-107891,Nairobi,STEM Cafe Kenya,2019-10-20,18,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2019,Yes,Yes,No,No,Screening Drop-off
PTG-118061,Mombasa,Codehack,2024-10-26,21,Screened - Not Interviewed,Rejected,Not Enrolled,Failed screening,2024,Yes,Yes,No,No,Screening Drop-off
PTG-111719,Kisumu,Mombasa Girls in STEM,2022-10-30,21,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2022,Yes,Yes,No,No,Screening Drop-off
PTG-102252,Nairobi,Technovation,2019-06-12,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2019,Yes,No,No,No,Application Drop-off
PTG-102139,Nairobi,Django Girls,2024-08-10,18,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2024,Yes,Yes,No,No,Screening Drop-off
PTG-102237,Mombasa,Technovation,2021-08-28,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2021,Yes,No,No,No,Application Drop-off
PTG-117161,Mombasa,STEM Cafe Kenya,2021-05-22,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-104757,Mombasa,Africa Code Week,2016-07-25,24,Enrolled,Enrolled,Completed,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-104637,Nairobi,STEM Cafe Kenya,2023-06-22,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2023,Yes,No,No,No,Application Drop-off
PTG-108036,Lamu,STEM Cafe Kenya,2023-06-14,21,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2023,Yes,No,No,No,Application Drop-off
PTG-110681,Nakuru,STEM Cafe Kenya,2025-08-27,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2025,Yes,No,No,No,Application Drop-off
PTG-105460,Mombasa,STEM Cafe Kenya,2025-01-28,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-101068,Mombasa,STEM Cafe Kenya,2020-05-27,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-104769,Mombasa,Django Girls,2021-04-08,21,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2021,Yes,No,No,No,Application Drop-off
PTG-112120,Nairobi,Technovation,2016-09-09,20,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-107790,Kisumu,STEM Cafe Kenya,2018-07-20,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-114866,Mombasa,Django Girls,2022-10-24,17,Enrolled,Enrolled,In Progress,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-116540,Nairobi,Mombasa Girls in STEM,2025-07-29,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Failed screening,2025,Yes,No,No,No,Application Drop-off
PTG-110368,Mombasa,STEM Cafe Kenya,2020-04-17,24,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-100012,Nakuru,STEM Cafe Kenya,2015-10-30,21,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2015,Yes,Yes,No,No,Screening Drop-off
PTG-101423,Mombasa,Mombasa Girls in STEM,2026-04-05,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-114532,Kisumu,STEM Cafe Kenya,2022-04-16,19,Interviewed - Not Enrolled,Rejected,Not Enrolled,Failed screening,2022,Yes,Yes,Yes,No,Interview Drop-off
PTG-116416,Nakuru,Technovation,2016-02-29,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2016,Yes,No,No,No,Application Drop-off
PTG-117749,Mombasa,Technovation,2024-02-04,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2024,Yes,No,No,No,Application Drop-off
PTG-104836,Nairobi,STEM Cafe Kenya,2026-02-01,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-109267,Mombasa,Africa Code Week,2024-02-11,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2024,Yes,No,No,No,Application Drop-off
PTG-104881,Mombasa,Django Girls,2023-04-17,19,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2023,Yes,Yes,No,No,Screening Drop-off
PTG-111044,Mombasa,Django Girls,2024-07-19,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-100897,Nakuru,Mombasa Girls in STEM,2017-05-25,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2017,Yes,No,No,No,Application Drop-off
PTG-117554,Nairobi,Codehack,2020-08-15,19,Enrolled,Enrolled,In Progress,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-110714,Nakuru,Technovation,2015-03-31,17,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2015,Yes,Yes,No,No,Screening Drop-off
PTG-117562,Nakuru,Codehack,2018-02-25,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2018,Yes,No,No,No,Application Drop-off
PTG-112323,Lamu,Codehack,2025-07-25,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-115871,Mombasa,Technovation,2022-06-21,17,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2022,Yes,Yes,No,No,Screening Drop-off
PTG-114571,Mombasa,STEM Cafe Kenya,2026-03-02,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2026,Yes,No,No,No,Application Drop-off
PTG-114295,Nairobi,Mombasa Girls in STEM,2025-12-16,24,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2025,Yes,No,No,No,Application Drop-off
PTG-116921,Kisumu,STEM Cafe Kenya,2023-05-25,20,Interviewed - Not Enrolled,Rejected,Not Enrolled,No trainer capacity,2023,Yes,Yes,Yes,No,Interview Drop-off
PTG-104741,Nakuru,Mombasa Girls in STEM,2024-11-20,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2024,Yes,No,No,No,Application Drop-off
PTG-102264,Kisumu,Codehack,2022-04-04,20,Screened - Not Interviewed,Rejected,Not Enrolled,Not Specified,2022,Yes,Yes,No,No,Screening Drop-off
PTG-103227,Kisumu,Africa Code Week,2025-05-22,22,Screened - Not Interviewed,Rejected,Not Enrolled,Failed screening,2025,Yes,Yes,No,No,Screening Drop-off
PTG-105968,Mombasa,Mombasa Girls in STEM,2026-02-25,19,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2026,Yes,No,No,No,Application Drop-off
PTG-105622,Kisumu,Mombasa Girls in STEM,2016-07-26,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-105024,Nairobi,STEM Cafe Kenya,2018-08-16,17,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2018,Yes,Yes,No,No,Screening Drop-off
PTG-120032,Kisumu,Codehack,2021-06-04,24,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2021,Yes,No,No,No,Application Drop-off
PTG-117676,Mombasa,Django Girls,2019-08-23,18,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2019,Yes,No,No,No,Application Drop-off
PTG-104827,Mombasa,STEM Cafe Kenya,2017-02-25,18,Interviewed - Not Enrolled,Rejected,Not Enrolled,Applicant withdrew,2017,Yes,Yes,Yes,No,Interview Drop-off
PTG-112011,Nairobi,Africa Code Week,2018-06-11,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2018,Yes,No,No,No,Application Drop-off
PTG-105350,Nakuru,STEM Cafe Kenya,2021-11-17,24,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2021,Yes,No,No,No,Application Drop-off
PTG-112170,Nairobi,Mombasa Girls in STEM,2021-12-14,18,Enrolled,Enrolled,In Progress,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-107628,Nairobi,STEM Cafe Kenya,2021-09-14,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2021,Yes,No,No,No,Application Drop-off
PTG-118265,Mombasa,Codehack,2020-05-24,26,Enrolled,Enrolled,Completed,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-119096,Lamu,Codehack,2024-02-24,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-104218,Nakuru,Africa Code Week,2016-06-21,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2016,Yes,No,No,No,Application Drop-off
PTG-110171,Nakuru,Mombasa Girls in STEM,2026-04-15,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2026,Yes,No,No,No,Application Drop-off
PTG-111474,Nakuru,Django Girls,2024-07-14,20,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2024,Yes,Yes,Yes,No,Interview Drop-off
PTG-117783,Nakuru,Technovation,2026-01-22,24,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2026,Yes,No,No,No,Application Drop-off
PTG-104781,Kisumu,Technovation,2020-07-15,24,Interviewed - Not Enrolled,Rejected,Not Enrolled,Session full / capacity reached,2020,Yes,Yes,Yes,No,Interview Drop-off
PTG-112333,Mombasa,Technovation,2021-01-27,26,Interviewed - Not Enrolled,Rejected,Not Enrolled,Device unavailable,2021,Yes,Yes,Yes,No,Interview Drop-off
PTG-110899,Nakuru,Africa Code Week,2024-04-29,20,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2024,Yes,Yes,No,No,Screening Drop-off
PTG-107236,Lamu,Mombasa Girls in STEM,2023-11-12,17,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2023,Yes,No,No,No,Application Drop-off
PTG-114970,Mombasa,Django Girls,2026-02-05,23,Enrolled,Enrolled,In Progress,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-119672,Lamu,Mombasa Girls in STEM,2018-01-13,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2018,Yes,No,No,No,Application Drop-off
PTG-116035,Nakuru,STEM Cafe Kenya,2022-06-25,20,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2022,Yes,No,No,No,Application Drop-off
PTG-109509,Mombasa,Africa Code Week,2024-10-26,21,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2024,Yes,Yes,No,No,Screening Drop-off
PTG-117175,Nakuru,Technovation,2017-10-27,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2017,Yes,No,No,No,Application Drop-off
PTG-110141,Nairobi,Technovation,2022-01-02,22,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2022,Yes,Yes,No,No,Screening Drop-off
PTG-103225,Nairobi,Codehack,2015-03-27,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2015,Yes,No,No,No,Application Drop-off
PTG-115368,Nakuru,STEM Cafe Kenya,2019-04-21,22,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2019,Yes,No,No,No,Application Drop-off
PTG-115853,Mombasa,Technovation,2019-01-06,22,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2019,Yes,Yes,No,No,Screening Drop-off
PTG-112752,Lamu,STEM Cafe Kenya,2015-07-05,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2015,Yes,Yes,Yes,Yes,Enrolled
PTG-116245,Mombasa,Codehack,2024-07-06,22,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2024,Yes,Yes,No,No,Screening Drop-off
PTG-104874,Kisumu,Technovation,2019-12-27,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2019,Yes,No,No,No,Application Drop-off
PTG-104631,Mombasa,Codehack,2021-05-25,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-118357,Nairobi,Django Girls,2025-08-11,23,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2025,Yes,No,No,No,Application Drop-off
PTG-101523,Mombasa,Africa Code Week,2026-03-17,22,Interviewed - Not Enrolled,Rejected,Not Enrolled,Ineligible (age/criteria),2026,Yes,Yes,Yes,No,Interview Drop-off
PTG-104171,Nairobi,Codehack,2023-01-15,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2023,Yes,No,No,No,Application Drop-off
PTG-109611,Nakuru,Mombasa Girls in STEM,2019-01-21,19,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-102670,Mombasa,Codehack,2023-12-09,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-106072,Mombasa,STEM Cafe Kenya,2023-04-11,23,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-110871,Nairobi,Africa Code Week,2020-05-08,24,Enrolled,Enrolled,Completed,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-101286,Kisumu,STEM Cafe Kenya,2019-10-20,25,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2019,Yes,No,No,No,Application Drop-off
PTG-116006,Nairobi,Django Girls,2016-05-20,25,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-105365,Nairobi,Technovation,2017-12-18,21,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2017,Yes,Yes,No,No,Screening Drop-off
PTG-101375,Mombasa,STEM Cafe Kenya,2016-06-16,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2016,Yes,No,No,No,Application Drop-off
PTG-101006,Nakuru,Mombasa Girls in STEM,2020-03-13,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-108934,Kisumu,Codehack,2026-04-09,18,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2026,Yes,No,No,No,Application Drop-off
PTG-114911,Mombasa,Django Girls,2025-10-03,22,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2025,Yes,Yes,No,No,Screening Drop-off
PTG-115113,Mombasa,Technovation,2024-04-27,24,Enrolled,Enrolled,In Progress,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-107089,Mombasa,STEM Cafe Kenya,2016-01-03,23,Enrolled,Enrolled,Completed,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-107334,Mombasa,Africa Code Week,2024-12-17,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2024,Yes,No,No,No,Application Drop-off
PTG-106713,Nairobi,Codehack,2022-07-22,20,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2022,Yes,Yes,No,No,Screening Drop-off
PTG-106194,Nairobi,Africa Code Week,2020-06-07,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2020,Yes,No,No,No,Application Drop-off
PTG-114227,Nakuru,Mombasa Girls in STEM,2021-01-16,18,Enrolled,Enrolled,In Progress,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-101215,Mombasa,Codehack,2025-05-01,21,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2025,Yes,Yes,No,No,Screening Drop-off
PTG-107719,Nairobi,Django Girls,2016-07-08,19,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2016,Yes,No,No,No,Application Drop-off
PTG-110765,Kisumu,STEM Cafe Kenya,2022-06-17,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-100303,Nakuru,STEM Cafe Kenya,2020-07-18,23,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2020,Yes,No,No,No,Application Drop-off
PTG-105761,Mombasa,STEM Cafe Kenya,2021-05-26,23,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2021,Yes,Yes,No,No,Screening Drop-off
PTG-105982,Nakuru,Africa Code Week,2022-05-08,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-116763,Kisumu,Mombasa Girls in STEM,2021-07-14,25,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-109326,Nairobi,Django Girls,2023-07-08,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-113904,Nairobi,Codehack,2022-08-02,20,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2022,Yes,Yes,No,No,Screening Drop-off
PTG-119226,Nakuru,Codehack,2024-01-16,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2024,Yes,No,No,No,Application Drop-off
PTG-102206,Nakuru,STEM Cafe Kenya,2023-08-16,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-110754,Nakuru,Codehack,2024-11-02,21,Enrolled,Enrolled,In Progress,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-116330,Nairobi,Mombasa Girls in STEM,2026-06-15,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-111073,Mombasa,STEM Cafe Kenya,2025-07-30,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-117746,Kisumu,Codehack,2021-03-01,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-110098,Nairobi,Technovation,2025-08-23,22,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2025,Yes,Yes,No,No,Screening Drop-off
PTG-103651,Kisumu,STEM Cafe Kenya,2025-08-14,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2025,Yes,No,No,No,Application Drop-off
PTG-113533,Nairobi,Django Girls,2020-06-12,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-110483,Mombasa,Codehack,2023-08-10,22,Enrolled,Enrolled,In Progress,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-116068,Lamu,STEM Cafe Kenya,2019-08-28,22,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2019,Yes,No,No,No,Application Drop-off
PTG-117377,Kisumu,Africa Code Week,2019-03-10,24,Applied Only - No Further Progress,Rejected,Not Enrolled,Failed screening,2019,Yes,No,No,No,Application Drop-off
PTG-116446,Nairobi,STEM Cafe Kenya,2016-11-19,28,Enrolled,Enrolled,Completed,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-100378,Nakuru,Codehack,2018-02-05,19,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2018,Yes,Yes,No,No,Screening Drop-off
PTG-100407,Mombasa,Technovation,2023-04-15,24,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2023,Yes,No,No,No,Application Drop-off
PTG-120181,Nairobi,Codehack,2018-06-18,17,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-104095,Mombasa,Technovation,2025-03-30,20,Interviewed - Not Enrolled,Rejected,Not Enrolled,No trainer capacity,2025,Yes,Yes,Yes,No,Interview Drop-off
PTG-101596,Mombasa,STEM Cafe Kenya,2016-11-14,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-118700,Nairobi,Mombasa Girls in STEM,2018-01-07,22,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2018,Yes,Yes,No,No,Screening Drop-off
PTG-111261,Nakuru,Mombasa Girls in STEM,2021-12-27,23,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2021,Yes,Yes,No,No,Screening Drop-off
PTG-117448,Nairobi,STEM Cafe Kenya,2021-10-04,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-112940,Mombasa,Africa Code Week,2025-04-29,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2025,Yes,No,No,No,Application Drop-off
PTG-101722,Nairobi,STEM Cafe Kenya,2020-05-04,20,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2020,Yes,Yes,No,No,Screening Drop-off
PTG-105559,Mombasa,STEM Cafe Kenya,2021-02-16,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-115242,Nakuru,Django Girls,2018-07-28,18,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-111852,Mombasa,STEM Cafe Kenya,2020-07-14,20,Interviewed - Not Enrolled,Rejected,Not Enrolled,Session full / capacity reached,2020,Yes,Yes,Yes,No,Interview Drop-off
PTG-101729,Nairobi,Codehack,2022-06-08,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2022,Yes,No,No,No,Application Drop-off
PTG-103508,Nakuru,Technovation,2020-12-29,18,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2020,Yes,No,No,No,Application Drop-off
PTG-113096,Nakuru,Codehack,2023-11-22,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2023,Yes,No,No,No,Application Drop-off
PTG-116653,Mombasa,Technovation,2023-01-31,18,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2023,Yes,Yes,No,No,Screening Drop-off
PTG-104964,Nairobi,Mombasa Girls in STEM,2023-09-07,20,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2023,Yes,Yes,No,No,Screening Drop-off
PTG-108292,Mombasa,Django Girls,2024-11-09,17,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2024,Yes,Yes,No,No,Screening Drop-off
PTG-107792,Nairobi,Technovation,2021-12-12,23,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2021,Yes,No,No,No,Application Drop-off
PTG-119326,Nairobi,Technovation,2019-09-12,25,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2019,Yes,Yes,No,No,Screening Drop-off
PTG-110156,Nairobi,Technovation,2025-11-07,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2025,Yes,No,No,No,Application Drop-off
PTG-119895,Mombasa,Django Girls,2026-05-05,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Failed screening,2026,Yes,No,No,No,Application Drop-off
PTG-104055,Kisumu,Mombasa Girls in STEM,2018-08-25,18,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2018,Yes,No,No,No,Application Drop-off
PTG-115268,Nakuru,Django Girls,2023-03-24,18,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2023,Yes,Yes,No,No,Screening Drop-off
PTG-111777,Lamu,Africa Code Week,2022-07-20,17,Interviewed - Not Enrolled,Rejected,Not Enrolled,Device unavailable,2022,Yes,Yes,Yes,No,Interview Drop-off
PTG-108990,Mombasa,Technovation,2021-07-14,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-112953,Mombasa,STEM Cafe Kenya,2023-03-09,23,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-109541,Mombasa,STEM Cafe Kenya,2019-11-18,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2019,Yes,No,No,No,Application Drop-off
PTG-100215,Mombasa,STEM Cafe Kenya,2022-07-11,24,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-106379,Lamu,STEM Cafe Kenya,2015-05-01,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2015,Yes,Yes,Yes,Yes,Enrolled
PTG-102982,Mombasa,Mombasa Girls in STEM,2026-02-09,21,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2026,Yes,Yes,No,No,Screening Drop-off
PTG-119156,Mombasa,Codehack,2022-09-29,23,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-111297,Nakuru,STEM Cafe Kenya,2022-01-13,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2022,Yes,No,No,No,Application Drop-off
PTG-102322,Mombasa,Codehack,2019-05-29,18,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-119354,Nairobi,Technovation,2019-09-19,21,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-105131,Mombasa,Technovation,2026-04-18,19,Screened - Not Interviewed,Rejected,Not Enrolled,Failed screening,2026,Yes,Yes,No,No,Screening Drop-off
PTG-101527,Nairobi,STEM Cafe Kenya,2021-08-09,23,Interviewed - Not Enrolled,Rejected,Not Enrolled,Ineligible (age/criteria),2021,Yes,Yes,Yes,No,Interview Drop-off
PTG-107452,Nakuru,Mombasa Girls in STEM,2016-05-24,17,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2016,Yes,Yes,No,No,Screening Drop-off
PTG-108108,Nakuru,Codehack,2024-10-03,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2024,Yes,No,No,No,Application Drop-off
PTG-102634,Lamu,Mombasa Girls in STEM,2016-11-04,22,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2016,Yes,Yes,No,No,Screening Drop-off
PTG-114413,Nakuru,STEM Cafe Kenya,2026-04-07,22,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2026,Yes,Yes,Yes,No,Interview Drop-off
PTG-119494,Mombasa,STEM Cafe Kenya,2019-05-08,23,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2019,Yes,No,No,No,Application Drop-off
